ID,Nhóm,Điểm tổng,Điểm tối đa,Điểm quy đổi,Đếm số cách phân hoạch 1 cây thành 2 cây rời nhau,"Đếm số cách phân hoạch tập 1, 2, ..., n thành k tập con",Đếm số cây khung của đồ thị khuyên,Đếm số phương án giao hàng từ kho trung tâm (lớn - khó - dùng truy hồi),Đếm số phương án vận chuyển đón-trả,"Đếm số hoán vị của 1, 2, ..., n với ràng buộc về thứ tự",Cho ma trận tìm đồ thị,Tồn tại đồ thị,bậc vô hướng,DFS,xac định đỉnh,Đường đi 1,Đường đi 1,Số lượng đường đi đơn trong đồ thị đầy đủ (2),Insert edge,Thuật toán Kruskal,Tính luồng cực đại,Lát cắt cực tiểu,Ly thuyet,Câu hỏi 2,Prim A,Câu hỏi 2,Tính trọng số của cây khung,Tồn tại cây khung,Câu hỏi 1,Câu hỏi 1,Chia kẹo khó - instance 1,Đúng sai về Cây,Câu hỏi 1,Câu hỏi 2,Câu hỏi 1,Câu 1,Nhận diện topology,"Số lượng dãy tăng, giảm (4)",Permutation 2,"Số lượng lựa chọn lớp trưởng, bí thư (2)",Đếm số cách phân hoạch 1 cây thành 2 cây con có số cạnh cho trước,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Ly thuyet,Giảm cận,Giảm cận,Giảm cận,Giảm cận,Tìm đường đi đơn ngắn nhất trong đồ thì tổng quát,Tìm đường đi đơn ngắn nhất trong đồ thì tổng quát,Tìm đường đi đơn ngắn nhất trong đồ thì tổng quát,Tìm đường đi đơn ngắn nhất trong đồ thì tổng quát
26676,Nhóm 1 - kíp 3,26,41,63.41,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,2,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có
26677,Nhóm 1 - kíp 3,26,41,63.41,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,2,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,Chưa làm,1,1,0,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,0,Không có
26678,Nhóm 1 - kíp 3,11,41,26.83,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,Chưa làm,1,0,0,0,0,1,0,1,1,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có
26679,Nhóm 1 - kíp 3,18,41,43.9,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,Không có,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
26680,Nhóm 1 - kíp 3,16,41,39.02,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,Chưa làm,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0
26681,Nhóm 1 - kíp 3,19,41,46.34,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,2,0,0,1,0,1,0,1,0,0,Chưa làm,1,0,0,1,Chưa làm,1,1,1,1,0,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
26682,Nhóm 1 - kíp 3,24,41,58.54,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
26683,Nhóm 1 - kíp 3,9,41,21.95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,Chưa làm,0,Chưa làm,1,Chưa làm,0,0,1,0,1,0,1,0,1,0,1,0,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
26684,Nhóm 1 - kíp 3,18,41,43.9,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,Chưa làm,Chưa làm,1,1,0,1,1,Chưa làm,Chưa làm,Chưa làm,0,0,1,0,0,1,1,1,1,0,Chưa làm,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
26685,Nhóm 1 - kíp 3,21,41,51.22,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,Chưa làm,Chưa làm,1,1,Chưa làm,0,1,0,Chưa làm,1,0,1,1,1,1,0,1,0,1,1,0,Không có,Không có,Không có,Không có,1,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có
26686,Nhóm 1 - kíp 3,19,41,46.34,0,0,0,0,0,0,1,1,1,0,Chưa làm,1,1,0,0,1,Chưa làm,Chưa làm,1,1,Chưa làm,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có
26687,Nhóm 1 - kíp 3,17,41,41.46,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,Chưa làm,0,0,1,0,Chưa làm,1,1,0,Chưa làm,Chưa làm,1,0,1,0,0,1,0,1,1,1,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có
26688,Nhóm 1 - kíp 3,17,41,41.46,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,2,0,0,0,Chưa làm,Chưa làm,0,0,Chưa làm,0,Chưa làm,1,0,1,1,0,1,1,1,1,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,0
26689,Nhóm 1 - kíp 3,17,41,41.46,0,0,0,1,0,0,0,0,1,0,Chưa làm,1,0,1,0,1,Chưa làm,Chưa làm,1,1,Chưa làm,0,1,0,0,1,0,1,1,Chưa làm,1,1,1,1,1,1,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Chưa làm,Không có,Chưa làm,Không có,Không có,Không có,Không có
26690,Nhóm 1 - kíp 3,21,41,51.22,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,2,0,1,1,1,0,1,0,0,0,0,1,0,1,Chưa làm,1,1,1,1,1,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có
26691,Nhóm 1 - kíp 3,28,41,68.29,0,1,1,0,0,Chưa làm,1,0,1,1,0,1,1,1,1,1,2,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,Chưa làm,1,1,0,1,Không có,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
26692,Nhóm 1 - kíp 3,23,41,56.1,Chưa làm,Chưa làm,Chưa làm,1,Chưa làm,1,1,1,1,0,1,1,1,1,0,0,0,Chưa làm,1,1,Chưa làm,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,0,Không có,0,Không có,Không có
26693,Nhóm 1 - kíp 3,16,41,39.02,0,Chưa làm,0,Chưa làm,Chưa làm,Chưa làm,0,Chưa làm,1,1,0,0,Chưa làm,1,1,1,Chưa làm,Chưa làm,0,1,0,Chưa làm,1,0,0,1,Chưa làm,1,1,1,0,1,1,1,1,1,0,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có
26694,Nhóm 1 - kíp 3,18,41,43.9,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,2,Chưa làm,0,1,Chưa làm,Chưa làm,Chưa làm,1,Chưa làm,Chưa làm,Chưa làm,1,Chưa làm,1,0,0,0,0,1,1,0,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có
26695,Nhóm 1 - kíp 3,10,41,24.39,Chưa làm,0,Chưa làm,Chưa làm,Chưa làm,Chưa làm,1,1,1,1,0,0,1,0,0,1,Chưa làm,0,0,1,Chưa làm,Chưa làm,Chưa làm,1,0,0,0,0,0,Chưa làm,0,0,0,1,Chưa làm,0,Chưa làm,Không có,Không có,Chưa làm,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có
26696,Nhóm 1 - kíp 3,13,41,31.71,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,0,0,1,Chưa làm,0,0,0,0,0,Chưa làm,1,1,Chưa làm,Chưa làm,1,1,0,1,1,0,Không có,Không có,0,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
26697,Nhóm 1 - kíp 3,26,41,63.41,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,2,0,1,1,Chưa làm,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,0
26698,Nhóm 1 - kíp 3,21,41,51.22,0,1,0,0,Chưa làm,Chưa làm,1,Chưa làm,1,1,0,0,1,1,0,0,2,Chưa làm,1,1,0,Chưa làm,1,1,Chưa làm,1,Chưa làm,1,1,1,1,0,1,Chưa làm,1,1,0,Không có,Không có,Không có,Không có,1,Chưa làm,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
26699,Nhóm 1 - kíp 3,28,41,68.29,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,2,0,1,0,Chưa làm,1,0,1,Chưa làm,1,Chưa làm,1,1,1,1,1,1,1,1,1,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
26700,Nhóm 1 - kíp 3,18,41,43.9,0,0,0,0,1,0,1,Chưa làm,1,1,0,1,1,0,1,1,2,0,1,1,0,Chưa làm,Chưa làm,1,0,1,Chưa làm,1,1,1,Chưa làm,0,0,0,Chưa làm,1,0,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có
26701,Nhóm 1 - kíp 3,17,41,41.46,0,1,0,1,0,0,1,0,1,Chưa làm,1,1,0,0,0,0,0,1,0,1,Chưa làm,Chưa làm,0,1,Chưa làm,0,0,1,0,1,Chưa làm,Chưa làm,1,0,1,1,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có
26705,Nhóm 1 - kíp 3,9,41,21.95,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,Chưa làm,0,Chưa làm,Chưa làm,1,0,0,Chưa làm,0,Chưa làm,0,Chưa làm,1,Chưa làm,1,Chưa làm,Chưa làm,1,Chưa làm,0,1,0,0,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
26724,Nhóm 1 - kíp 3,11,41,26.83,0,1,0,Chưa làm,0,0,0,0,1,0,0,1,1,0,0,Chưa làm,Chưa làm,0,Chưa làm,1,Chưa làm,0,Chưa làm,1,Chưa làm,0,Chưa làm,1,Chưa làm,1,Chưa làm,Chưa làm,1,1,0,1,0,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có
26726,Nhóm 1 - kíp 3,21,41,51.22,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,2,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có
26727,Nhóm 1 - kíp 3,12,41,29.27,1,0,0,0,0,0,1,0,1,0,1,Chưa làm,0,0,0,1,Chưa làm,0,0,1,Chưa làm,Chưa làm,Chưa làm,0,Chưa làm,1,Chưa làm,1,0,1,Chưa làm,Chưa làm,0,1,1,1,0,Không có,0,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
42132,Nhóm 1 - kíp 3,22,41,53.66,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,2,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
42133,Nhóm 1 - kíp 3,25,41,60.98,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,2,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0
42135,Nhóm 1 - kíp 3,20,41,48.78,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,2,0,0,1,1,0,0,0,Chưa làm,1,0,1,0,1,1,1,1,Chưa làm,0,1,0,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
42140,Nhóm 1 - kíp 3,26,41,63.41,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,Chưa làm,1,0,0,0,1,Chưa làm,1,1,1,1,1,1,1,1,1,0,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
42141,Nhóm 1 - kíp 3,27,41,65.85,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,2,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có
42142,Nhóm 1 - kíp 3,26,41,63.41,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,2,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có
42143,Nhóm 1 - kíp 3,23,41,56.1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,Chưa làm,Chưa làm,1,1,0,1,0,1,Chưa làm,1,Chưa làm,1,1,1,Chưa làm,1,1,Chưa làm,1,1,0,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có
42145,Nhóm 1 - kíp 3,13,41,31.71,0,0,0,0,0,0,1,Chưa làm,1,0,0,1,1,0,1,Chưa làm,0,Chưa làm,Chưa làm,1,Chưa làm,1,Chưa làm,Chưa làm,Chưa làm,1,0,1,1,1,0,Chưa làm,0,1,Chưa làm,1,0,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,Không có
42146,Nhóm 1 - kíp 3,Chưa làm,0,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
42150,Nhóm 1 - kíp 3,17,41,41.46,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có
42151,Nhóm 1 - kíp 3,20,41,48.78,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,Chưa làm,0,0,1,0,1,1,1,1,0,0,1,0,1,0,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
42154,Nhóm 1 - kíp 3,25,41,60.98,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,2,0,1,1,1,0,1,1,0,0,Chưa làm,1,0,1,1,1,1,1,1,1,0,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
42155,Nhóm 1 - kíp 3,9,41,21.95,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Chưa làm,Chưa làm,Chưa làm,0,1,0,1,1,0,0,1,1,Không có,Không có,Không có,Không có,0,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có
44236,Nhóm 1 - kíp 3,12,41,29.27,0,0,0,0,Chưa làm,1,0,0,1,0,1,1,1,1,0,Chưa làm,Chưa làm,0,0,1,0,0,1,0,0,0,Chưa làm,0,0,1,0,Chưa làm,0,1,1,1,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,0,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có
